bse_bhavcopy
Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
532741,KAMDHENU,Kamdhenu Ltd,Active,B ,10.00,INE390H01012,Iron &amp; Steel/Interm.Products,Equity
532744,GTNTEX,GTN TEXTILES LTD.,Active,B ,10.00,INE302H01017,Textiles,Equity
532746,UNITY,UNITY INFRAPROJECTS LTD.,Active,B ,2.00,INE466H01028,Construction &amp; Engineering,Equity
532748,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.00,INE367G01038,Movies &amp; Entertainment,Equity
532749,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,B ,2.00,INE418H01029,Transportation - Logistics,Equity
532751,EASUNREYRL,EASUN REYROLLE LTD.,Active,B ,2.00,INE268C01029,Other Elect.Equip./ Prod.,Equity
532756,MAHINDCIE,Mahindra CIE Automotive Limited,Active,B ,10.00,INE536H01010,Other Industrial Products,Equity
532757,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,B ,10.00,INE540H01012,Heavy Electrical Equipment,Equity
532759,ATLANTA,ATLANTA LTD.,Active,B ,2.00,INE285H01022,Construction &amp; Engineering,Equity
532760,DEEPIND,DEEP INDUSTRIES LTD.,Active,B ,10.00,INE677H01012,Integrated Oil &amp; Gas,Equity
532761,HOVS,HOV SERVICES LTD.,Active,B ,10.00,INE596H01014,BPO/KPO,Equity
532762,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,B ,2.00,INE731H01025,Transport Related Services,Equity
532764,GEECEE,GeeCee Ventures Limited,Active,B ,10.00,INE916G01016,Commodity Chemicals,Equity
532765,USHERAGRO,USHER AGRO LTD.,Active,B ,10.00,INE235G01011,Other Agricultural Products,Equity
532767,GAYAPROJ,GAYATRI PROJECTS LTD.,Active,B ,2.00,INE336H01023,Construction &amp; Engineering,Equity
532768,FIEMIND,FIEM INDUSTRIES LTD.,Active,B ,10.00,INE737H01014,Auto Parts &amp; Equipment,Equity
532771,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,B ,10.00,INE544H01014,Personal Products,Equity
532773,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,B ,10.00,INE792H01019,Airlines,Equity
532775,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,B ,10.00,INE221H01019,Telecom Equipment,Equity
532776,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.00,INE637H01024,Auto Parts &amp; Equipment,Equity
532782,SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,Active,B ,1.00,INE645H01027,Textiles,Equity
532783,DAAWAT,LT FOODS LTD.,Active,B ,1.00,INE818H01020,Other Agricultural Products,Equity
532785,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B ,10.00,INE803H01014,Paper &amp; Paper Products,Equity
532790,TANLA,TANLA SOLUTIONS LTD.,Active,B ,1.00,INE483C01032,IT Software Products,Equity
532794,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1.00,INE966H01019,Broadcasting &amp; Cable TV,Equity
532795,SITINET,Siti Networks Ltd,Active,B ,1.00,INE965H01011,Broadcasting &amp; Cable TV,Equity
532796,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B ,10.00,INE872H01019,Auto Parts &amp; Equipment,Equity
532799,HUBTOWN,HUBTOWN LTD.,Active,B ,10.00,INE703H01016,Realty,Equity
532801,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Active,B ,10.00,INE627H01017,IT Software Products,Equity
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Active,B ,10.00,INE545H01011,Iron &amp; Steel Products,Equity
532807,CINELINE,Cineline India Limited,Active,B ,5.00,INE704H01022,Specialty Retail,Equity
532808,PGIL,Pearl Global Industries Limited,Active,B ,10.00,INE940H01014,Other Apparels &amp; Accessories,Equity
532811,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,B ,2.00,INE758C01029,Realty,Equity
532812,TFL,TRANSWARRANTY FINANCE LTD.,Active,B ,10.00,INE804H01012,Finance (including NBFCs),Equity
532813,CANDC,C &amp; C CONSTRUCTIONS LTD.,Active,B ,10.00,INE874H01015,Construction &amp; Engineering,Equity
532815,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B ,1.00,INE812G01025,Pharmaceuticals,Equity
532820,ELAND,E-Land Apparel Limited,Active,B ,10.00,INE311H01018,Textiles,Equity
532823,EUROCERA,EURO CERAMICS LTD.,Active,B ,10.00,INE649H01011,Furniture-Furnishing-Paints,Equity
532826,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,B ,5.00,INE952H01027,Broadcasting &amp; Cable TV,Equity
532828,AMDIND,AMD INDUSTRIES LTD.,Active,B ,10.00,INE005I01014,Other Industrial Goods,Equity
532830,ASTRAL,ASTRAL POLY TECHNIK LTD.,Active,B ,1.00,INE006I01046,Plastic Products,Equity
532831,ABHISHEK,ABHISHEK CORPORATION LTD.,Active,B ,10.00,INE004I01017,Textiles,Equity
532834,CAMLINFIN,CAMLIN FINE SCIENCES LTD.,Active,B ,1.00,INE052I01032,Specialty Chemicals,Equity
532842,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B ,10.00,INE917H01012,Commodity Chemicals,Equity
532845,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Active,B ,10.00,INE797H01018,Hotels,Equity
532847,HILTON,HILTON METAL FORGING LTD.,Active,B ,10.00,INE788H01017,Other Industrial Products,Equity
532850,MIC,MIC ELECTRONICS LTD.,Active,B ,2.00,INE287C01029,Electronic Components,Equity
532851,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B ,10.00,INE070I01018,Agrochemicals,Equity
532852,MCDHOLDING,MCDOWELL HOLDINGS LTD.,Active,B ,10.00,INE836H01014,Investment Companies,Equity
532853,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,B ,10.00,INE228I01012,Specialty Chemicals,Equity
532856,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,B ,1.00,INE508G01029,Containers &amp; Packaging,Equity
532859,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,B ,10.00,INE170I01016,BPO/KPO,Equity
532864,NELCAST,NELCAST LTD.,Active,B ,2.00,INE189I01024,Other Industrial Products,Equity
532865,MEGH,MEGHMANI ORGANICS LTD.,Active,B ,1.00,INE974H01013,Specialty Chemicals,Equity
532867,V2RETAIL,V2 RETAIL LTD.,Active,B ,10.00,INE945H01013,Department Stores,Equity
532869,TARMAT,TARMAT LTD.,Active,B ,10.00,INE924H01018,Construction &amp; Engineering,Equity
532871,CELESTIAL,Celestial Biolabs Limited,Active,B ,10.00,INE221I01017,Biotechnology,Equity
532875,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B ,5.00,INE102I01027,IT Consulting &amp; Software,Equity
532877,SIMPLEX,SIMPLEX PROJECTS LTD.,Active,B ,10.00,INE898F01018,Construction &amp; Engineering,Equity
532878,ALPA,ALPA LABORATORIES LTD.,Active,B ,10.00,INE385I01010,Biotechnology,Equity
532880,OMAXE,OMAXE LTD.,Active,B ,10.00,INE800H01010,Realty,Equity
532883,ZYLOG,ZYLOG SYSTEMS LTD.,Active,B ,5.00,INE225I01026,IT Software Products,Equity
532884,REFEX,Refex Industries Limited,Active,B ,10.00,INE056I01017,Industrial Gases,Equity
532886,SELMCL,SEL MANUFACTURING COMPANY LTD.,Active,B ,10.00,INE105I01012,Textiles,Equity
532887,NTL,Neueon Towers Ltd,Active,B ,10.00,INE333I01036,Heavy Electrical Equipment,Equity
532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B ,10.00,INE022I01019,Furniture-Furnishing-Paints,Equity
532889,KPRMILL,K.P.R.MILL LTD.,Active,B ,5.00,INE930H01023,Textiles,Equity
532890,TAKE,TAKE SOLUTIONS LTD.,Active,B ,1.00,INE142I01023,IT Consulting &amp; Software,Equity
532891,PURVA,Puravankara Ltd,Active,B ,5.00,INE323I01011,Realty,Equity
532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,B ,1.00,INE338I01027,Finance (including NBFCs),Equity
532894,INDOWIND,INDOWIND ENERGY LTD.,Active,B ,10.00,INE227G01018,Electric Utilities,Equity
532895,NAGREEKCAP,NAGREEKA CAPITAL &amp; INFRASTRUCTURE LTD.,Active,B ,5.00,INE245I01016,Investment Companies,Equity
532896,MAGNUM,MAGNUM VENTURES LTD.,Active,B ,10.00,INE387I01016,Paper &amp; Paper Products,Equity
532900,SEINV,S.E.INVESTMENTS LTD.,Active,B ,10.00,INE420C01042,Finance (including NBFCs),Equity
532902,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,Active,B ,2.00,INE429I01024,Realty,Equity
532906,MAANALU,MAAN ALUMINIUM LTD.,Active,B ,10.00,INE215I01019,Construction &amp; Engineering,Equity
532907,IL&amp;FSENGG,IL&amp;FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,B ,10.00,INE369I01014,Construction &amp; Engineering,Equity
532914,ARCOTECH,ARCOTECH LTD.,Active,B ,2.00,INE574I01035,Copper,Equity
532920,EDL,EMPEE DISTILLERIES LTD.,Active,B ,10.00,INE180G01019,Breweries &amp; Distilleries,Equity
532923,RJL,RENAISSANCE JEWELLERY LTD.,Active,B ,10.00,INE722H01016,Other Apparels &amp; Accessories,Equity
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,B ,10.00,INE094I01018,Realty,Equity
532926,JYOTHYLAB,JYOTHY LABORATORIES LTD.,Active,B ,1.00,INE668F01031,Household Products,Equity
532928,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Active,B ,1.00,INE763I01026,Heavy Electrical Equipment,Equity
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,B ,10.00,INE791I01019,Realty,Equity
532930,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10.00,INE661I01014,Heavy Electrical Equipment,Equity
532931,BURNPUR,BURNPUR CEMENT LTD.,Active,B ,10.00,INE817H01014,Cement &amp; Cement Products,Equity
532932,MANAKSIA,MANAKSIA LTD.,Active,B ,2.00,INE015D01022,Containers &amp; Packaging,Equity
532934,PPAP,PPAP Automotive Limited,Active,B ,10.00,INE095I01015,Auto Parts &amp; Equipment,Equity
532935,ARIES,ARIES AGRO LTD.,Active,B ,10.00,INE298I01015,Fertilizers,Equity
532940,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,B ,5.00,INE576I01022,Construction &amp; Engineering,Equity
532941,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,B ,10.00,INE792I01017,Other Elect.Equip./ Prod.,Equity
532942,KNRCON,KNR CONSTRUCTIONS LTD.,Active,B ,2.00,INE634I01029,Construction &amp; Engineering,Equity
532944,ONMOBILE,OnMobile Global Ltd.,Active,B ,10.00,INE809I01019,Other Telecom Services,Equity
532945,SHRIRAMEPC,SHRIRAM EPC LTD.,Active,B ,10.00,INE964H01014,Construction &amp; Engineering,Equity
532946,BANG,BANG OVERSEAS LTD.,Active,B ,10.00,INE863I01016,Other Apparels &amp; Accessories,Equity
532948,TULSI,TULSI EXTRUSIONS LTD.,Active,B ,10.00,INE474I01012,Plastic Products,Equity
532951,GSS,GSS INFOTECH LTD.,Active,B ,10.00,INE871H01011,IT Consulting &amp; Software,Equity
532952,NAHARCAP,NAHAR CAPITAL &amp; FINANCIAL SERVICES LTD.,Active,B ,5.00,INE049I01012,Investment Companies,Equity
532959,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.,Active,B ,2.00,INE181G01025,Construction &amp; Engineering,Equity
532960,IBVENTURES,Indiabulls Ventures Limited,Active,B ,2.00,INE274G01010,Other Financial Services,Equity
532961,SITASHREE,SITA SHREE FOOD PRODUCTS LTD.,Active,B ,10.00,INE686I01011,Other Food Products,Equity
532966,TWL,TITAGARH WAGONS LTD.,Active,B ,2.00,INE615H01020,Commercial Vehicles,Equity
532967,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,B ,10.00,INE415I01015,Specialty Chemicals,Equity
532974,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.00,INE865C01022,Other Financial Services,Equity
532976,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B ,10.00,INE091G01018,Iron &amp; Steel/Interm.Products,Equity
532983,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B ,8.00,INE105J01010,Pharmaceuticals,Equity
532985,KTKSENSEX,KOTAK SENSEX ETF,Active,B ,10.00,INF373I01031,Other Financial Services,Equity
532987,RBL,RANE BRAKE LINING LTD.,Active,B ,10.00,INE244J01017,Auto Parts &amp; Equipment,Equity
532988,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B ,10.00,INE222J01013,Auto Parts &amp; Equipment,Equity
532994,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,B ,10.00,INE877I01016,Forest Products,Equity
533001,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Active,B ,10.00,INE323J01019,Industrial Machinery,Equity
533008,OISL,OCL IRON AND STEEL LTD.,Active,B ,1.00,INE196J01019,Iron &amp; Steel/Interm.Products,Equity
533012,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,B ,1.00,INE197J01017,Realty,Equity
533014,SICAGEN,SICAGEN INDIA LTD.,Active,B ,10.00,INE176J01011,Comm.Trading  &amp; Distribution,Equity
533015,NUTEK,NU TEK INDIA LTD.,Active,B ,5.00,INE318J01027,Other Telecom Services,Equity
533022,20MICRONS,20 MICRONS LTD.,Active,B ,5.00,INE144J01027,Mining,Equity
533033,ISGEC,ISGEC HEAVY ENGINEERING LTD.,Active,B ,10.00,INE858B01011,Industrial Machinery,Equity
533047,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,Active,B ,10.00,INE919H01018,Iron &amp; Steel/Interm.Products,Equity
533048,GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,Active,B ,10.00,INE065J01016,Construction &amp; Engineering,Equity
533068,ARROWTEX,ARROW TEXTILES LTD.,Active,B ,10.00,INE933J01015,Other Apparels &amp; Accessories,Equity
533080,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B ,5.00,INE893J01029,Containers &amp; Packaging,Equity
533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,Active,B ,10.00,INE998I01010,Hotels,Equity
533090,EXCEL,Excel Realty N Infra Ltd,Active,B ,10.00,INE688J01015,BPO/KPO,Equity
533095,BENGALASM,BENGAL &amp; ASSAM COMPANY LTD.,Active,B ,10.00,INE083K01017,Finance (including NBFCs),Equity
533104,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,B ,10.00,INE615I01010,Breweries &amp; Distilleries,Equity
533121,SQSBFSI,SQS India BFSI Limited,Active,B ,10.00,INE201K01015,IT Consulting &amp; Software,Equity
533138,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,B ,10.00,INE563J01010,Agrochemicals,Equity
533146,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.00,INE250K01012,IT Networking Equipment,Equity
533154,INFINITE,Infinite Computer Solutions (India) Ltd,Active,B ,10.00,INE486J01014,IT Consulting &amp; Software,Equity
533156,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.00,INE893I01013,Realty,Equity
533157,SYNCOM,Syncom Healthcare Ltd,Active,B ,10.00,INE602K01014,Pharmaceuticals,Equity
533160,DBREALTY,D B Realty Ltd,Active,B ,10.00,INE879I01012,Realty,Equity
533161,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Containers &amp; Packaging,Equity
533163,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,B ,10.00,INE267I01010,Construction &amp; Engineering,Equity
533164,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,Active,B ,10.00,INE141K01013,Plastic Products,Equity
533166,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B ,1.00,INE108E01023,Comm.Printing/Stationery,Equity
533168,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.00,INE847C01020,Tea &amp; Coffee,Equity
533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,B ,2.00,INE949H01023,Construction &amp; Engineering,Equity
533171,UNITEDBNK,UNITED BANK OF INDIA,Active,B ,10.00,INE695A01019,Banks,Equity
533176,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,Active,B ,10.00,INE656K01010,Movies &amp; Entertainment,Equity
533178,PRADIP,Pradip Overseas Ltd,Active,B ,10.00,INE495J01015,Textiles,Equity
533181,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.00,INE566K01011,Internet &amp; Catalogue Retail,Equity
533192,KCPSUGIND,KCP SUGAR &amp; INDUSTRIES CORPORATION LTD.,Active,B ,1.00,INE790B01024,Sugar,Equity
533193,KECL,Kirloskar Electric Company Ltd,Active,B ,10.00,INE134B01017,Other Elect.Equip./ Prod.,Equity
533200,TALWALKARS,Talwalkars Better Value Fitness Ltd,Active,B ,10.00,INE502K01016,Other Leisure Facilities,Equity
533202,NITESHEST,Nitesh Estates Ltd,Active,B ,10.00,INE639K01016,Realty,Equity
533207,JPINFRATEC,Jaypee Infratech Ltd,Active,B ,10.00,INE099J01015,Roads &amp; Highways,Equity
533216,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,Active,B ,10.00,INE509K01011,Construction &amp; Engineering,Equity
533217,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.00,INE871K01015,Publishing,Equity
533218,EMAMIINFRA,EMAMI INFRASTRUCTURE LTD.,Active,B ,2.00,INE778K01012,Realty,Equity
533221,AHLWEST,ASIAN HOTELS (WEST) LTD.,Active,B ,10.00,INE915K01010,Hotels,Equity
533227,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B ,10.00,INE926K01017,Hotels,Equity
533229,BAJAJCORP,BAJAJ CORP LTD.,Active,B ,1.00,INE933K01021,Personal Products,Equity
533257,INDOSOLAR,INDOSOLAR LTD.,Active,B ,10.00,INE866K01015,Other Elect.Equip./ Prod.,Equity
533259,SASTASUNDR,Sastasundar Ventures Ltd,Active,B ,10.00,INE019J01013,Healthcare Services,Equity
533260,CAREERP,CAREER POINT LTD.,Active,B ,10.00,INE521J01018,Education,Equity
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,B ,10.00,INE416L01017,Movies &amp; Entertainment,Equity
533262,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.00,INE874I01013,Construction &amp; Engineering,Equity
533263,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.00,INE999K01014,Electric Utilities,Equity
533264,ESL,ELECTROSTEEL STEELS LTD.,Active,B ,10.00,INE481K01013,Construction &amp; Engineering,Equity
533267,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,10.00,INE068L01016,Other Apparels &amp; Accessories,Equity
533270,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.00,INE844K01012,Iron &amp; Steel Products,Equity
533271,ASHOKA,ASHOKA BUILDCON LTD.,Active,B ,5.00,INE442H01029,Roads &amp; Highways,Equity
533272,CEBBCO,COMMERCIAL ENGINEERS &amp; BODY BUILDERS CO. LTD.,Active,B ,10.00,INE209L01016,Commercial Vehicles,Equity
533281,TECHNO,TECHNO ELECTRIC AND ENGINEERING CO. LTD.,Active,B ,2.00,INE286K01024,Heavy Electrical Equipment,Equity
533282,GRAVITA,GRAVITA INDIA LTD.,Active,B ,2.00,INE024L01027,Other Non-Ferrous Metals,Equity
533284,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,B ,10.00,INE324L01013,Construction &amp; Engineering,Equity
533286,MOIL,MOIL LTD.,Active,B ,10.00,INE490G01020,Mining,Equity
533287,ZEELEARN,ZEE LEARN LTD.,Active,B ,1.00,INE565L01011,Education,Equity
533288,CLARIS,CLARIS LIFESCIENCES LTD.,Active,B ,10.00,INE562G01018,Pharmaceuticals,Equity
533289,KTIL,KESAR TERMINALS &amp; INFRASTRUCTURE LTD.,Active,B ,5.00,INE096L01025,Transportation - Logistics,Equity
533292,A2ZINFRA,A2Z Infra Engineering Limited,Active,B ,10.00,INE619I01012,Utilities:Non-Elec.,Equity
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,B ,2.00,INE146L01010,Auto Parts &amp; Equipment,Equity
533295,PSB,PUNJAB &amp; SIND BANK,Active,B ,10.00,INE608A01012,Banks,Equity
533296,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.00,INE360L01017,Department Stores,Equity
533298,SURANASOL,Surana Solar Limited,Active,B ,5.00,INE272L01022,Electronic Components,Equity
533302,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.00,INE029L01018,Investment Companies,Equity
533303,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.00,INE878K01010,Holding Companies,Equity
533306,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.00,INE519C01017,Investment Companies,Equity
533317,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10.00,INE474L01016,Specialty Chemicals,Equity
533320,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.00,INE645L01011,Agrochemicals,Equity
533321,BILENERGY,BIL ENERGY SYSTEMS LTD.,Active,B ,1.00,INE607L01029,Other Elect.Equip./ Prod.,Equity
533326,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,Active,B ,1.00,INE621L01012,Construction &amp; Engineering,Equity
533329,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.00,INE611L01021,Other Apparels &amp; Accessories,Equity
533333,FCL,FINEOTEX CHEMICAL LTD.,Active,B ,2.00,INE045J01026,Specialty Chemicals,Equity
533336,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.00,INE320L01011,Investment Companies,Equity
533339,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1.00,INE251B01027,IT Software Products,Equity
533343,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.00,INE597L01014,Other Apparels &amp; Accessories,Equity
533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.00,INE560K01014,Finance (including NBFCs),Equity
533393,TCIDEVELOP,TCI DEVELOPERS LTD.,Active,B ,10.00,INE662L01016,Realty,Equity
533407,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Active,B ,10.00,INE672K01025,Textiles,Equity
533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,Active,B ,10.00,INE263L01013,Other Industrial Products,Equity
533452,WEIZFOREX,WEIZMANN FOREX LTD.,Active,B ,10.00,INE726L01019,Other Financial Services,Equity
533470,RUSHIL,RUSHIL DECOR LTD.,Active,B ,10.00,INE573K01017,Forest Products,Equity
533482,KRIINFRA,Kridhan Infra Limited,Active,B ,2.00,INE524L01026,Construction &amp; Engineering,Equity
533506,INVENTURE,INVENTURE GROWTH &amp; SECURITIES LTD.,Active,B ,10.00,INE878H01016,Other Financial Services,Equity
533540,TREEHOUSE,TREE HOUSE EDUCATION &amp; ACCESSORIES LTD.,Active,B ,10.00,INE040M01013,Education,Equity
533543,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.00,INE650L01011,Pharmaceuticals,Equity
533552,RUPA,RUPA &amp; COMPANY LTD.,Active,B ,1.00,INE895B01021,Other Apparels &amp; Accessories,Equity
533553,TDPOWERSYS,T D POWER SYSTEMS LTD.,Active,B ,10.00,INE419M01019,Heavy Electrical Equipment,Equity
533569,SRSLTD,SRS LTD.,Active,B ,10.00,INE219H01039,Other Apparels &amp; Accessories,Equity
533576,VASWANI,VASWANI INDUSTRIES LTD.,Active,B ,10.00,INE590L01019,Iron &amp; Steel/Interm.Products,Equity
533581,PGEL,PG ELECTROPLAST LTD.,Active,B ,10.00,INE457L01011,Consumer Electronics,Equity
533605,PRAKASHCON,PRAKASH CONSTROWELL LTD.,Active,B ,1.00,INE023M01027,Construction &amp; Engineering,Equity
533629,TIJARIA,TIJARIA POLYPIPES LTD.,Active,B ,10.00,INE440L01017,Plastic Products,Equity
533638,FLEXITUFF,FLEXITUFF INTERNATIONAL LTD.,Active,B ,10.00,INE060J01017,Plastic Products,Equity
533644,UJAAS,Ujaas Energy Limited,Active,B ,1.00,INE899L01022,Heavy Electrical Equipment,Equity
533655,TRITURBINE,TRIVENI TURBINE LTD.,Active,B ,1.00,INE152M01016,Heavy Electrical Equipment,Equity
533676,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10.00,INE337M01013,Other Financial Services,Equity
533704,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,B ,10.00,INE122M01019,Shipping,Equity
533758,APLAPOLLO,APL APOLLO TUBES LTD.,Active,B ,10.00,INE702C01019,Iron &amp; Steel Products,Equity
533761,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,B ,10.00,INE390G01014,Construction &amp; Engineering,Equity
533982,TERASOFT,TERA SOFTWARE LTD.,Active,B ,10.00,INE482B01010,IT Consulting &amp; Software,Equity
534076,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,B ,1.00,INE743M01012,Other Industrial Goods,Equity
534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,B ,2.00,INE839M01018,Heavy Electrical Equipment,Equity
534184,NAGAROIL,NAGARJUNA OIL REFINERY LTD.,Active,B ,1.00,INE453M01018,Exploration &amp; Production,Equity
534312,MTEDUCARE,MT EDUCARE LTD.,Active,B ,10.00,INE472M01018,Education,Equity
534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.00,INE760L01018,Other Apparels &amp; Accessories,Equity
534392,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.00,INE050M01012,Iron &amp; Steel Products,Equity
534425,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.00,INE247M01014,Restaurants,Equity
534532,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,Active,B ,10.00,INE142K01011,Other Apparels &amp; Accessories,Equity
534597,RTNINFRA,RattanIndia Infrastructure Limited,Active,B ,2.00,INE834M01019,Electric Utilities,Equity
534612,AMTL,ADVANCE METERING TECHNOLOGY LTD.,Active,B ,5.00,INE436N01029,Electric Utilities,Equity
534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.00,INE553C01016,Transportation - Logistics,Equity
534674,DUCON,Ducon Infratechnologies Ltd,Active,B ,1.00,INE741L01018,Comm.Trading  &amp; Distribution,Equity
534675,PROZONINTU,Prozone Intu Properties Limited,Active,B ,2.00,INE195N01013,Realty,Equity
534691,COMCL,COMFORT COMMOTRADE LTD.,Active,B ,10.00,INE456N01019,Other Financial Services,Equity
534742,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B ,10.00,INE840M01016,Fertilizers,Equity
534748,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B ,10.00,INE503B01013,Iron &amp; Steel/Interm.Products,Equity
534756,TARAJEWELS,TARA JEWELS LTD.,Active,B ,10.00,INE799L01016,Other Apparels &amp; Accessories,Equity
534758,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,B ,10.00,INE675C01017,IT Consulting &amp; Software,Equity
534976,VMART,V-MART RETAIL LTD.,Active,B ,10.00,INE665J01013,Department Stores,Equity
535141,SRDL,SUNSTAR REALTY DEVELOPMENT LTD.,Active,B ,1.00,INE338O01025,Realty,Equity
